Tipo de infracción;Comunidades y ciudades autónomas;Periodo;Total
Faltas contra las personas;Madrid, Comunidad de;2020;0
Faltas contra las personas;Madrid, Comunidad de;2019;0
Faltas contra las personas;Madrid, Comunidad de;2018;4
Faltas contra las personas;Madrid, Comunidad de;2017;1
Faltas contra las personas;Madrid, Comunidad de;2016;1
Faltas contra las personas;Madrid, Comunidad de;2015;75
Faltas contra las personas;Madrid, Comunidad de;2014;121
Faltas contra las personas;Madrid, Comunidad de;2013;186
Faltas contra las personas;Madrid, Comunidad de;2012;194
Faltas contra las personas;Madrid, Comunidad de;2011;205
Faltas contra las personas;Murcia, Región de;2023;0
Faltas contra las personas;Murcia, Región de;2022;0
Faltas contra las personas;Murcia, Región de;2021;0
Faltas contra las personas;Murcia, Región de;2020;0
Faltas contra las personas;Murcia, Región de;2019;0
Faltas contra las personas;Murcia, Región de;2018;0
Faltas contra las personas;Murcia, Región de;2017;0
Faltas contra las personas;Murcia, Región de;2016;2
Faltas contra las personas;Murcia, Región de;2015;49
Faltas contra las personas;Murcia, Región de;2014;108
Faltas contra las personas;Murcia, Región de;2013;173
Faltas contra las personas;Murcia, Región de;2012;226
Faltas contra las personas;Murcia, Región de;2011;203
Faltas contra las personas;Navarra, Comunidad Foral de;2023;0
Faltas contra las personas;Navarra, Comunidad Foral de;2022;0
Faltas contra las personas;Navarra, Comunidad Foral de;2021;0
Faltas contra las personas;Navarra, Comunidad Foral de;2020;0
Faltas contra las personas;Navarra, Comunidad Foral de;2019;1
Faltas contra las personas;Navarra, Comunidad Foral de;2018;1
Faltas contra las personas;Navarra, Comunidad Foral de;2017;2
Faltas contra las personas;Navarra, Comunidad Foral de;2016;1
Faltas contra las personas;Navarra, Comunidad Foral de;2015;3
Faltas contra las personas;Navarra, Comunidad Foral de;2014;6
Faltas contra las personas;Navarra, Comunidad Foral de;2013;7
Faltas contra las personas;Navarra, Comunidad Foral de;2012;7
Faltas contra las personas;Navarra, Comunidad Foral de;2011;15
Faltas contra las personas;País Vasco;2023;0
Faltas contra las personas;País Vasco;2022;0
Faltas contra las personas;País Vasco;2021;0
Faltas contra las personas;País Vasco;2020;0
Faltas contra las personas;País Vasco;2019;0
Faltas contra las personas;País Vasco;2018;0
Faltas contra las personas;País Vasco;2017;0
Faltas contra las personas;País Vasco;2016;7
Faltas contra las personas;País Vasco;2015;22
Faltas contra las personas;País Vasco;2014;41
Faltas contra las personas;País Vasco;2013;38
Faltas contra las personas;País Vasco;2012;52
Faltas contra las personas;País Vasco;2011;81
Faltas contra las personas;Rioja, La;2023;0
Faltas contra las personas;Rioja, La;2022;0
Faltas contra las personas;Rioja, La;2021;0
Faltas contra las personas;Rioja, La;2020;0
Faltas contra las personas;Rioja, La;2019;0
Faltas contra las personas;Rioja, La;2018;0
Faltas contra las personas;Rioja, La;2017;0
Faltas contra las personas;Rioja, La;2016;1
Faltas contra las personas;Rioja, La;2015;3
Faltas contra las personas;Rioja, La;2014;32
Faltas contra las personas;Rioja, La;2013;20
Faltas contra las personas;Rioja, La;2012;18
Faltas contra las personas;Rioja, La;2011;21
Faltas contra las personas;Ceuta;2023;0
Faltas contra las personas;Ceuta;2022;0
Faltas contra las personas;Ceuta;2021;0
Faltas contra las personas;Ceuta;2020;0
Faltas contra las personas;Ceuta;2019;0
Faltas contra las personas;Ceuta;2018;0
Faltas contra las personas;Ceuta;2017;0
Faltas contra las personas;Ceuta;2016;0
Faltas contra las personas;Ceuta;2015;1
Faltas contra las personas;Ceuta;2014;2
Faltas contra las personas;Ceuta;2013;2
Faltas contra las personas;Ceuta;2012;3
Faltas contra las personas;Ceuta;2011;4
Faltas contra las personas;Melilla;2023;0
Faltas contra las personas;Melilla;2022;0
Faltas contra las personas;Melilla;2021;0
Faltas contra las personas;Melilla;2020;0
Faltas contra las personas;Melilla;2019;0
Faltas contra las personas;Melilla;2018;0
Faltas contra las personas;Melilla;2017;1
Faltas contra las personas;Melilla;2016;0
Faltas contra las personas;Melilla;2015;5
Faltas contra las personas;Melilla;2014;2
Faltas contra las personas;Melilla;2013;0
Faltas contra las personas;Melilla;2012;0
Faltas contra las personas;Melilla;2011;3
Otras faltas sin especificar;Total Nacional;2023;0
Otras faltas sin especificar;Total Nacional;2022;0
Otras faltas sin especificar;Total Nacional;2021;0
Otras faltas sin especificar;Total Nacional;2020;0
Otras faltas sin especificar;Total Nacional;2019;4
Otras faltas sin especificar;Total Nacional;2018;4
Otras faltas sin especificar;Total Nacional;2017;3
Otras faltas sin especificar;Total Nacional;2016;9
Otras faltas sin especificar;Total Nacional;2015;86
Otras faltas sin especificar;Total Nacional;2014;158
Otras faltas sin especificar;Total Nacional;2013;135
Otras faltas sin especificar;Total Nacional;2012;153
Otras faltas sin especificar;Total Nacional;2011;205
Otras faltas sin especificar;Andalucía;2023;0
Otras faltas sin especificar;Andalucía;2022;0
Otras faltas sin especificar;Andalucía;2021;0
Otras faltas sin especificar;Andalucía;2020;0
Otras faltas sin especificar;Andalucía;2019;1
Otras faltas sin especificar;Andalucía;2018;0
Otras faltas sin especificar;Andalucía;2017;1
Otras faltas sin especificar;Andalucía;2016;1
Otras faltas sin especificar;Andalucía;2015;19
Otras faltas sin especificar;Andalucía;2014;23
Otras faltas sin especificar;Andalucía;2013;28
Otras faltas sin especificar;Andalucía;2012;32
Otras faltas sin especificar;Andalucía;2011;41
Otras faltas sin especificar;Aragón;2023;0
Otras faltas sin especificar;Aragón;2022;0
Otras faltas sin especificar;Aragón;2021;0
Otras faltas sin especificar;Aragón;2020;0
Otras faltas sin especificar;Aragón;2019;0
Otras faltas sin especificar;Aragón;2018;0
Otras faltas sin especificar;Aragón;2017;0
Otras faltas sin especificar;Aragón;2016;1
Otras faltas sin especificar;Aragón;2015;2
Otras faltas sin especificar;Aragón;2014;12
Otras faltas sin especificar;Aragón;2013;6
Otras faltas sin especificar;Aragón;2012;2
Otras faltas sin especificar;Aragón;2011;4
Otras faltas sin especificar;Asturias, Principado de;2023;0
Otras faltas sin especificar;Asturias, Principado de;2022;0
Otras faltas sin especificar;Asturias, Principado de;2021;0
Otras faltas sin especificar;Asturias, Principado de;2020;0
Otras faltas sin especificar;Asturias, Principado de;2019;0
Otras faltas sin especificar;Asturias, Principado de;2018;0
Otras faltas sin especificar;Asturias, Principado de;2017;0
Otras faltas sin especificar;Asturias, Principado de;2016;0
Otras faltas sin especificar;Asturias, Principado de;2015;0
Otras faltas sin especificar;Asturias, Principado de;2014;2
Otras faltas sin especificar;Asturias, Principado de;2013;0
Otras faltas sin especificar;Asturias, Principado de;2012;3
Otras faltas sin especificar;Asturias, Principado de;2011;6
Otras faltas sin especificar;Balears, Illes;2023;0
Otras faltas sin especificar;Balears, Illes;2022;0
Otras faltas sin especificar;Balears, Illes;2021;0
Otras faltas sin especificar;Balears, Illes;2020;0
Otras faltas sin especificar;Balears, Illes;2019;0
Otras faltas sin especificar;Balears, Illes;2018;0
Otras faltas sin especificar;Balears, Illes;2017;0
Otras faltas sin especificar;Balears, Illes;2016;0
Otras faltas sin especificar;Balears, Illes;2015;1
Otras faltas sin especificar;Balears, Illes;2014;4
Otras faltas sin especificar;Balears, Illes;2013;11
Otras faltas sin especificar;Balears, Illes;2012;1
Otras faltas sin especificar;Balears, Illes;2011;4
Otras faltas sin especificar;Canarias;2023;0
Otras faltas sin especificar;Canarias;2022;0
Otras faltas sin especificar;Canarias;2021;0
Otras faltas sin especificar;Canarias;2020;0
Otras faltas sin especificar;Canarias;2019;0
Otras faltas sin especificar;Canarias;2018;1
Otras faltas sin especificar;Canarias;2017;0
Otras faltas sin especificar;Canarias;2016;1
Otras faltas sin especificar;Canarias;2015;14
Otras faltas sin especificar;Canarias;2014;14
Otras faltas sin especificar;Canarias;2013;10
Otras faltas sin especificar;Canarias;2012;10
Otras faltas sin especificar;Canarias;2011;18
Otras faltas sin especificar;Cantabria;2023;0
Otras faltas sin especificar;Cantabria;2022;0
Otras faltas sin especificar;Cantabria;2021;0
Otras faltas sin especificar;Cantabria;2020;0
Otras faltas sin especificar;Cantabria;2019;0
Otras faltas sin especificar;Cantabria;2018;0
Otras faltas sin especificar;Cantabria;2017;0
Otras faltas sin especificar;Cantabria;2016;0
Otras faltas sin especificar;Cantabria;2015;3
Otras faltas sin especificar;Cantabria;2014;12
Otras faltas sin especificar;Cantabria;2013;6
Otras faltas sin especificar;Cantabria;2012;2
Otras faltas sin especificar;Cantabria;2011;4
Otras faltas sin especificar;Castilla y León;2023;0
Otras faltas sin especificar;Castilla y León;2022;0
Otras faltas sin especificar;Castilla y León;2021;0
Otras faltas sin especificar;Castilla y León;2020;0
Otras faltas sin especificar;Castilla y León;2019;0
Otras faltas sin especificar;Castilla y León;2018;0
Otras faltas sin especificar;Castilla y León;2017;0
Otras faltas sin especificar;Castilla y León;2016;0
Otras faltas sin especificar;Castilla y León;2015;3
Otras faltas sin especificar;Castilla y León;2014;7
Otras faltas sin especificar;Castilla y León;2013;8
Otras faltas sin especificar;Castilla y León;2012;4
Otras faltas sin especificar;Castilla y León;2011;6
Otras faltas sin especificar;Castilla - La Mancha;2023;0
Otras faltas sin especificar;Castilla - La Mancha;2022;0
Otras faltas sin especificar;Castilla - La Mancha;2021;0
Otras faltas sin especificar;Castilla - La Mancha;2020;0
Otras faltas sin especificar;Castilla - La Mancha;2019;0
Otras faltas sin especificar;Castilla - La Mancha;2018;0
Otras faltas sin especificar;Castilla - La Mancha;2017;0
Otras faltas sin especificar;Castilla - La Mancha;2016;0
Otras faltas sin especificar;Castilla - La Mancha;2015;2
Otras faltas sin especificar;Castilla - La Mancha;2014;5
Otras faltas sin especificar;Castilla - La Mancha;2013;3
Otras faltas sin especificar;Castilla - La Mancha;2012;7
Otras faltas sin especificar;Castilla - La Mancha;2011;10
Otras faltas sin especificar;Cataluña;2023;0
Otras faltas sin especificar;Cataluña;2022;0
Otras faltas sin especificar;Cataluña;2021;0
Otras faltas sin especificar;Cataluña;2020;0
Otras faltas sin especificar;Cataluña;2019;0
Otras faltas sin especificar;Cataluña;2018;1
Otras faltas sin especificar;Cataluña;2017;0
Otras faltas sin especificar;Cataluña;2016;3
Otras faltas sin especificar;Cataluña;2015;9
Otras faltas sin especificar;Cataluña;2014;23
Otras faltas sin especificar;Cataluña;2013;13
Otras faltas sin especificar;Cataluña;2012;24
Otras faltas sin especificar;Cataluña;2011;39
Otras faltas sin especificar;Comunitat Valenciana;2023;0
Otras faltas sin especificar;Comunitat Valenciana;2022;0
Otras faltas sin especificar;Comunitat Valenciana;2021;0
Otras faltas sin especificar;Comunitat Valenciana;2020;0
Otras faltas sin especificar;Comunitat Valenciana;2019;0
Otras faltas sin especificar;Comunitat Valenciana;2018;2
Otras faltas sin especificar;Comunitat Valenciana;2017;2
Otras faltas sin especificar;Comunitat Valenciana;2016;1
Otras faltas sin especificar;Comunitat Valenciana;2015;18
Otras faltas sin especificar;Comunitat Valenciana;2014;27
Otras faltas sin especificar;Comunitat Valenciana;2013;28
Otras faltas sin especificar;Comunitat Valenciana;2012;34
Otras faltas sin especificar;Comunitat Valenciana;2011;39
Otras faltas sin especificar;Extremadura;2023;0
Otras faltas sin especificar;Extremadura;2022;0
Otras faltas sin especificar;Extremadura;2021;0
Otras faltas sin especificar;Extremadura;2020;0
Otras faltas sin especificar;Extremadura;2019;0
Otras faltas sin especificar;Extremadura;2018;0
Otras faltas sin especificar;Extremadura;2017;0
Otras faltas sin especificar;Extremadura;2016;0
Otras faltas sin especificar;Extremadura;2015;0
Otras faltas sin especificar;Extremadura;2014;2
Otras faltas sin especificar;Extremadura;2013;0
Otras faltas sin especificar;Extremadura;2012;0
Otras faltas sin especificar;Extremadura;2011;1
Otras faltas sin especificar;Galicia;2023;0
Otras faltas sin especificar;Galicia;2022;0
Otras faltas sin especificar;Galicia;2021;0
Otras faltas sin especificar;Galicia;2020;0
Otras faltas sin especificar;Galicia;2019;0
Otras faltas sin especificar;Galicia;2018;0
Otras faltas sin especificar;Galicia;2017;0
Otras faltas sin especificar;Galicia;2016;0
Otras faltas sin especificar;Galicia;2015;1
Otras faltas sin especificar;Galicia;2014;5
Otras faltas sin especificar;Galicia;2013;2
Otras faltas sin especificar;Galicia;2012;5
Otras faltas sin especificar;Galicia;2011;0
Otras faltas sin especificar;Madrid, Comunidad de;2023;0
Otras faltas sin especificar;Madrid, Comunidad de;2022;0
Otras faltas sin especificar;Madrid, Comunidad de;2021;0
Otras faltas sin especificar;Madrid, Comunidad de;2020;0
Otras faltas sin especificar;Madrid, Comunidad de;2019;2
Otras faltas sin especificar;Madrid, Comunidad de;2018;0
Otras faltas sin especificar;Madrid, Comunidad de;2017;0
Otras faltas sin especificar;Madrid, Comunidad de;2016;0
Otras faltas sin especificar;Madrid, Comunidad de;2015;6
Otras faltas sin especificar;Madrid, Comunidad de;2014;11
Otras faltas sin especificar;Madrid, Comunidad de;2013;10
Otras faltas sin especificar;Madrid, Comunidad de;2012;14
Otras faltas sin especificar;Madrid, Comunidad de;2011;14
Otras faltas sin especificar;Murcia, Región de;2023;0
Otras faltas sin especificar;Murcia, Región de;2022;0
Otras faltas sin especificar;Murcia, Región de;2021;0
Otras faltas sin especificar;Murcia, Región de;2020;0
Otras faltas sin especificar;Murcia, Región de;2019;0
Otras faltas sin especificar;Murcia, Región de;2018;0
Otras faltas sin especificar;Murcia, Región de;2017;0
Otras faltas sin especificar;Murcia, Región de;2016;0
Otras faltas sin especificar;Murcia, Región de;2015;6
Otras faltas sin especificar;Murcia, Región de;2014;5
Otras faltas sin especificar;Murcia, Región de;2013;2
Otras faltas sin especificar;Murcia, Región de;2012;8
Otras faltas sin especificar;Murcia, Región de;2011;9
Otras faltas sin especificar;Navarra, Comunidad Foral de;2023;0
Otras faltas sin especificar;Navarra, Comunidad Foral de;2022;0
Otras faltas sin especificar;Navarra, Comunidad Foral de;2021;0
Otras faltas sin especificar;Navarra, Comunidad Foral de;2020;0
Otras faltas sin especificar;Navarra, Comunidad Foral de;2019;1
Otras faltas sin especificar;Navarra, Comunidad Foral de;2018;0
Otras faltas sin especificar;Navarra, Comunidad Foral de;2017;0
Otras faltas sin especificar;Navarra, Comunidad Foral de;2016;0
Otras faltas sin especificar;Navarra, Comunidad Foral de;2015;0
Otras faltas sin especificar;Navarra, Comunidad Foral de;2014;0
Otras faltas sin especificar;Navarra, Comunidad Foral de;2013;1
Otras faltas sin especificar;Navarra, Comunidad Foral de;2012;0
Otras faltas sin especificar;Navarra, Comunidad Foral de;2011;3
Otras faltas sin especificar;País Vasco;2023;0
Otras faltas sin especificar;País Vasco;2022;0
Otras faltas sin especificar;País Vasco;2021;0
Otras faltas sin especificar;País Vasco;2020;0
Otras faltas sin especificar;País Vasco;2019;0
Otras faltas sin especificar;País Vasco;2018;0
Otras faltas sin especificar;País Vasco;2017;0
Otras faltas sin especificar;País Vasco;2016;2
Otras faltas sin especificar;País Vasco;2015;1
Otras faltas sin especificar;País Vasco;2014;4
Otras faltas sin especificar;País Vasco;2013;5
Otras faltas sin especificar;País Vasco;2012;3
Otras faltas sin especificar;País Vasco;2011;5
Otras faltas sin especificar;Rioja, La;2023;0
Otras faltas sin especificar;Rioja, La;2022;0
Otras faltas sin especificar;Rioja, La;2021;0
Otras faltas sin especificar;Rioja, La;2020;0
Otras faltas sin especificar;Rioja, La;2019;0
Otras faltas sin especificar;Rioja, La;2018;0
Otras faltas sin especificar;Rioja, La;2017;0
Otras faltas sin especificar;Rioja, La;2016;0
Otras faltas sin especificar;Rioja, La;2015;1
Otras faltas sin especificar;Rioja, La;2014;2
Otras faltas sin especificar;Rioja, La;2013;2
Otras faltas sin especificar;Rioja, La;2012;3
Otras faltas sin especificar;Rioja, La;2011;1
Otras faltas sin especificar;Ceuta;2023;0
Otras faltas sin especificar;Ceuta;2022;0
Otras faltas sin especificar;Ceuta;2021;0
Otras faltas sin especificar;Ceuta;2020;0
Otras faltas sin especificar;Ceuta;2019;0
Otras faltas sin especificar;Ceuta;2018;0
Otras faltas sin especificar;Ceuta;2017;0
Otras faltas sin especificar;Ceuta;2016;0
